S No,Cargo Code,Cargo Description,Cargo Category Name,Cargo Short Name,Cargo Sub Category Name,Cargo Type Name,HS Code,Principal Commodity Name,SoR No. Code,Status,DSCHRG_RATE_PR_DAY,LD_RATE_PR_DAY
469,C85158090,EB WELDING MACHINE.,BREAK BULK,MACHWOW,MACHINERY,Packaged,85158090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
470,C85176220,VSAT ANTENNA,BREAK BULK,SHPSPAR,MACHINERY,Packaged,85176220,,3.1.1.37.B,ACTIVE,1000,1000
471,C85232980,DATA CATRIDGE,BREAK BULK,MACHWOW,MACHINERY,Packaged,85232980,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
472,C85238090,"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES,",BREAK BULK,MACH,MACHINERY,Packaged,85238090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
473,C85269190,NAVIGATIONAL AIDS -MATC,BREAK BULK,MACHWOW,GENERAL CARGO,Packaged,85269190,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
474,C85299090,"ANTENNA, SPARE UNIT",BREAK BULK,MACHWOW,MACHINERY,Packaged,85299090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
475,C85365010,SWITCH GEAR SYSTEM,BREAK BULK,MACHWOW,MACHINERY,Packaged,85365010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
476,C85365090,ELECTRICAL APPARATUS,BREAK BULK,ELECTRICAL,MACHINERY,Packaged,85365090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
477,C85371010,DISTR BOX FOR TRANSP ( WIND MILL PARTS MACHINERY),BREAK BULK,MACHWOW,MACHINERY,Packaged,85371010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
478,C85371090, WIND MILL PARTS ,BREAK BULK,MACHWOW,MACHINERY,Packaged,85371090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
479,C85372000,GENERATOR PROT PANEL,BREAK BULK,PROJ,MACHINERY,Packaged,85372000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
480,C85381090,CONTROL UNIT,BREAK BULK,MACHWOW,MACHINERY,Packaged,85381090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
481,C85399090,SHIP SPARES - TUBE LIGHT COVERS,BREAK BULK,PROJ,GENERAL CARGO,Packaged,85399090,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
482,C85407100,MAGNETRO MG5223F,BREAK BULK,MACHWOW,GENERAL CARGO,Packaged,85407100,Other Misc. Cargo,,ACTIVE,1000,1000
483,C85433000,ELECTROLYSER ,BREAK BULK,MACHWOW,MACHINERY,Packaged,85433000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
484,C85437019,STATCOM 33KV 8MVAR,BREAK BULK,MACHWOW,MACHINERY,Packaged,85437019,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
485,C85446090,ENAMELLED COPPER CONDUCTER,BREAK BULK,MACHWOW,MACHINERY,Packaged,85446090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
486,C85601200,LM RAIL GRINDER,BREAK BULK,MACHWOW,MACHINERY,Packaged,85601200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
487,C86012000,RAIL LOCOMOTIVES,BREAK BULK,LOCO,AUTOMOBILES,Packaged,86012000,Other Misc. Cargo,3.1.1.31,ACTIVE,0,1200
488,C86029090,DIESEL HYDRAULIC LOCOMOTIVE,BREAK BULK,LOCO,AUTOMOBILES,Packaged,86029090,Other Misc. Cargo,3.1.1.31,ACTIVE,0,1200
489,C86031000,MACHINERY - BOF CONVERTOR SHOP,BREAK BULK,MACHWOW,MACHINERY,Packaged,86031000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
490,C86039000,RAILWAY COACH SELF PROPELLED TROLLEY,BREAK BULK,RLCH,AUTOMOBILES,Packaged,86039000,Other Misc. Cargo,3.1.1.30,ACTIVE,1000,1000
491,C86069900,RAILWAY GOODS VANS WAGONS,BREAK BULK,WAGON,AUTOMOBILES,Packaged,86069900,Other Misc. Cargo,3.1.1.30,ACTIVE,0,1000
492,C86079910,PARTS OF RAILWAY RUNNING STOCK,BREAK BULK,MACH,MACHINERY,Packaged,86079910,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
493,C86080010,RAILWAY TRACK,BREAK BULK,MACHWOW,RAILWAY CARGO,Packaged,86080010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
494,C86090000,CARGO IN CONTAINER FRAME,BREAK BULK,GENL,GENERAL CARGO,Packaged,86090000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
495,C87012100,TRACTORS,BREAK BULK,TRACTOR,AUTOMOBILES,Packaged,87012100,Other Misc. Cargo,3.1.1.22,ACTIVE,2500,2500
496,C87021028,AC BUS,BREAK BULK,BUS,AUTOMOBILES,Packaged,87021028,Other Misc. Cargo,3.1.1.26.D,ACTIVE,2500,2500
497,C87021029,Bus,BREAK BULK,BUS,AUTOMOBILES,Packaged,87021029,Other Misc. Cargo,3.1.1.26.D,ACTIVE,2500,2500
498,C87031010,ELECTRIC MOTOR CAR,BREAK BULK,ECAR,AUTOMOBILES,Packaged,87031010,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
499,C87032191,MOTOR CARS,BREAK BULK,CARS,AUTOMOBILES,Packaged,87032191,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
500,C87032291,MOTOR CARS,BREAK BULK,CARS,AUTOMOBILES,Packaged,87032291,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
501,C87032391,MOTOR CAR,BREAK BULK,CARS,AUTOMOBILES,Packaged,87032391,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
502,C87032410,MOTOR CAR,BREAK BULK,CARS,AUTOMOBILES,Packaged,87032410,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
503,C87032491,MOTOR CAR,BREAK BULK,CARS,AUTOMOBILES,Packaged,87032491,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
504,C87033191,Motor Cars,BREAK BULK,CARS,MACHINERY,Packaged,87033191,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
505,C87033291,MOTOR CAR,BREAK BULK,CARS,AUTOMOBILES,Packaged,87033291,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
506,C87033391,JEEP,BREAK BULK,JEEP,AUTOMOBILES,Packaged,87033391,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
507,C87038030,ELECTRIC CAR,BREAK BULK,ECAR,AUTOMOBILES,Packaged,87038030,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
508,C87039000,CAR,BREAK BULK,CARS,AUTOMOBILES,Packaged,87039000,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
509,C87041010,OFF HIGHWAY TRUCK CAT 777,BREAK BULK,TRUCK,AUTOMOBILES,Packaged,87041010,Other Misc. Cargo,3.1.1.22,ACTIVE,2500,2500
510,C87042100,ASHOK LEYLAND TIPPER/ECOMET,BREAK BULK,MACHWW,AUTOMOBILES,Packaged,87042100,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
511,C87042200,STALLION- SIX WHEELER,BREAK BULK,MACHWW,AUTOMOBILES,Packaged,87042200,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
512,C87042290,TIPPER TRUCK(OLD),BREAK BULK,MACHWW,WHEELED MACHINERY,Packaged,87042290,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
513,C87042300,TRUCK EXCEEDING 20 TONNES,BREAK BULK,TRUCK,AUTOMOBILES,Packaged,87042300,Other Misc. Cargo,3.1.1.22,ACTIVE,2500,2500
514,C87042310,LORRIES-TRUCKS,BREAK BULK,TRUCK,AUTOMOBILES,Packaged,87042310,Other Misc. Cargo,3.1.1.26.D,ACTIVE,2500,2500
515,C87043100,VAN,BREAK BULK,TRUCK,AUTOMOBILES,Packaged,87043100,Other Misc. Cargo,3.1.1.26.C,ACTIVE,2500,2500
516,C87049011,Old and used Lorries,BREAK BULK,MACHWW,AUTOMOBILES,Packaged,87049011,Other Misc. Cargo,3.1.1.26.D,ACTIVE,2500,2500
517,C87049019,TRUCK,BREAK BULK,TRUCK,AUTOMOBILES,Packaged,87049019,Other Misc. Cargo,3.1.1.22,ACTIVE,2500,2500
518,C87051000,USED SANY TRUCK CRANE,BREAK BULK,MACHWW,WHEELED MACHINERY,Packaged,87051000,Other Misc. Cargo,3.1.1.22,ACTIVE,2500,2500
519,C87052000,RIG VEHICLE WITH ACCESSORIES,BREAK BULK,MACHWW,MACHINERY,Packaged,87052000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
520,C87054000,CONCRETE MIXER LORRIES,BREAK BULK,MACHWW,MACHINERY,Packaged,87054000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
521,C87059000,DRILLING RIG VEHICLE WITH ACCESORIES,BREAK BULK,MACHWW,MACHINERY,Packaged,87059000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
522,C87059090,TRUCK CHASSIS,BREAK BULK,MACHWW,MACHINERY,Packaged,87059090,Other Misc. Cargo,3.1.1.22,ACTIVE,2500,2500
523,C87060019,TRACTOR,BREAK BULK,MACHWW,WHEELED MACHINERY,Packaged,87060019,Other Misc. Cargo,3.1.1.26.D,ACTIVE,2500,2500
524,C87060029,BUS-CHASSIS FITTED WITH ENGINE,BREAK BULK,BUS,AUTOMOBILES,Packaged,87060029,Other Misc. Cargo,3.1.1.22,ACTIVE,2500,2500
525,C87060042,BHARATH BENZ TANKER,BREAK BULK,MACHWW,AUTOMOBILES,Packaged,87060042,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
526,C87060049,CHASSIS MANUF ELEC VEHICLE,BREAK BULK,MACHWW,MACHINERY,Packaged,87060049,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
527,C87079000,VEHICLE BODIES,BREAK BULK,MVBODIES,MACHINERY,Packaged,87079000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
528,C87081090,ARMATURE SHAFT,BREAK BULK,MACHWOW,MACHINERY,Packaged,87081090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
529,C87089900,LARGE MINING TRUCK,BREAK BULK,MACHWW,MACHINERY,Packaged,87089900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
530,C87091100,BYD ELECTRIC TRACTOR Q1R,BREAK BULK,MACHWOW,MACHINERY,Packaged,87091100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
531,C87100000,STEEL PROFILE,BREAK BULK,STEELOTH,IRON AND STEEL CARGO,Packaged,87100000,Other Misc. Cargo,3.1.1.23,ACTIVE,2500,2500
532,C871000000,TANKS AND OTHER ARMOURED FIGHTING VEHICLES,BREAK BULK,GENL,MACHINERY,Packaged,87100000D,Other Misc. Cargo,3.1.1.19,ACTIVE,900,900
533,C87119090,Old and used Motor cycle,BREAK BULK,MACHWW,AUTOMOBILES,Packaged,87119090,Other Misc. Cargo,3.1.1.26.A,ACTIVE,2500,2500
534,C87161000,TRAILER VEHICLES,BREAK BULK,MACHWW,MACHINERY,Packaged,87161000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
535,C87163100,TANKER VEHICLE,BREAK BULK,TRUCK,AUTOMOBILES,Packaged,87163100,Other Misc. Cargo,3.1.1.26.D,ACTIVE,2500,2500
536,C87163900,TRAILER WITH STEERING MECHANISM,BREAK BULK,MACHWOW,MACHINERY,Packaged,87163900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
537,C87164000,MAFI -TRAILERS & SEMI TRAILERS,BREAK BULK,MAFI,MACHINERY,Packaged,87164000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
538,C89011010,SHIPS FOR TRANSPORT OF PERSONS,BREAK BULK,SHIPVSL,WATER CRAFT,Packaged,89011010,Other Misc. Cargo,3.1.1.15,ACTIVE,2500,2500
539,C89011090,MACHINERY,BREAK BULK,MACHWOW,MACHINERY,Packaged,89011090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
540,C89011310,BOATS,BREAK BULK,SHIPVSL,WATER CRAFT,Packaged,89011310,Other Misc. Cargo,3.1.1.15,ACTIVE,2500,2500
541,C89012000,TANKER VESSEL,BREAK BULK,GENL,GENERAL CARGO,Packaged,89012000,Other Misc. Cargo,3.1.1.37 B,ACTIVE,2500,2500
542,C89040000,TUGS AND PUSHER CRAFT,BREAK BULK,BOAT,WATER CRAFT,Packaged,89040000,Other Misc. Cargo,3.1.1.15,ACTIVE,2500,2500
543,C89079000,OPT Power Buoy solar and wind power buoy,BREAK BULK,MACH,MACHINERY,,89079000,,3.1.1.23,ACTIVE,1000,1000
544,C90011000,SPARE OPTICAL FIBRES CABLE,BREAK BULK,CABLE,ELECTRICAL GOODS,Packaged,90011000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
545,C90158020,SHIP SPARE-NATILUS STREAMER NODE,BREAK BULK,SHPSPAR,GENERAL CARGO,Packaged,90158020,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
546,C90158090,SURVEYING - SCIENTIFIC EQUIPMENT,BREAK BULK,GENL,GENERAL CARGO,Packaged,90158090,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
547,C90159000,LEGACY COMPASS,BREAK BULK,GENL,MACHINERY,Packaged,90159000,Other Misc. Cargo,3.1.1.37.B,ACTIVE,900,900
548,C90261090,INSTRUMENTS LIQUIDS OR GASES,BREAK BULK,MACHWOW,MACHINERY,Packaged,90261090,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
549,C90262000,PRESSURE WARNING DEVICE,BREAK BULK,MACH,MACHINERY,,90262000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
550,C90278090,PA COLIFORM TEST KIT,BREAK BULK,GENL,MACHINERY,Packaged,90278090,Other Misc. Cargo,3.1.1.37.B,ACTIVE,900,900
551,C90279090,Water Test kit,BREAK BULK,,MACHINERY,Packaged,90279090,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
552,C90292090,PICK UP PART,BREAK BULK,GENL,MACHINERY,Packaged,90292090,Other Misc. Cargo,,ACTIVE,900,900
553,C90318000,1000KV HV KIT REACTOR & ACCESSORIES,BREAK BULK,MACHWOW,MACHINERY,Packaged,90318000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
554,C90319000,LEAK TEST MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,90319000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
555,C90328990,PROCESS CONTROL INSTRUMENTATION,BREAK BULK,MACHWOW,MACHINERY,Packaged,90328990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
556,C90330000,Frame for Subsurface float,BREAK BULK,GENL,GENERAL CARGO,Packaged,90330000,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
557,C94036000,WOODEN TABLES,BREAK BULK,WOODPRD,GENERAL CARGO,Packaged,94036000,Other Misc. Cargo,3.1.1.36,ACTIVE,900,900
558,C94062000,MODULAR BUILDING UNIT FOR E-ROOM,BREAK BULK,MACHWOW,MACHINERY,Packaged,94062000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
559,C94069090,PORTO CABIN (PREFABRICATED BUILDING),BREAK BULK,PORTO CABIN,INDUSTRIAL PRODUCTS IN BREAK BULK,Packaged,94069090,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
560,C96039000,CLEANER MACHINE RUNWAY,BREAK BULK,MACHWOW,MACHINERY,Packaged,96039000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
561,C98010011,MACHINERY FOR POWER PLANTS,BREAK BULK,MACHWOW,MACHINERY,Packaged,98010011,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
562,C98010012,SWING CHECK VALVE -IRRIGATION MACHINERY,BREAK BULK,MACHWOW,MACHINERY,Packaged,98010012,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
563,C98010013,MACHINERIES POWER PROJECT,BREAK BULK,MACHWOW,MACHINERY,Packaged,98010013,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
564,C98010019,Driving motor car mock up,BREAK BULK,MACHWOW,MACHINERY,Packaged,98010019,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
565,C9804900,VEHICLE -PERSONAL,BREAK BULK,PERSONAL ARTICLE,GENERAL CARGO,Packaged,98049000,Other Misc. Cargo,3.1.1.26.C,ACTIVE,900,900
